서울강서경찰서,20191231,350,205875.62,687916.04,897305.11,605325.91,133279.53,329410.58,489083.8,527337.71,473118.91,322929.25,121318.09
서울강서경찰서,20191230,335,193501.46,712947.38,844558.05,561398.16,118709.09,308817.57,456560.61,508230.51,466476.13,325974.95,127695.22
서울강서경찰서,20191229,350,181691.59,453347.71,734010.89,450985.19,130037.61,277171.3,363615.69,362040.49,338880.39,247661.06,100694.69
서울강서경찰서,20191228,391,226074.81,586434.34,870347.8,537951.22,141307.59,318004.26,445334.17,455489.31,433225.36,308427.21,119084.02
서울강서경찰서,20191227,322,215397.94,752287.18,895475.39,628280.19,131649.91,332378.02,493811.02,549820.36,504742.1,346264.42,132827.1
서울강서경찰서,20191226,361,200680.68,780857.9,842204.45,573038.11,122471.72,322309.7,473495.09,532780.82,484265.65,333570.7,127941.54
서울강서경찰서,20191225,337,242620.8,502772.33,759592.45,485012.13,166611.7,283685.17,384111.16,392237.12,373113.25,273620.24,116677.68
서울강서경찰서,20191224,335,213440.56,759655.72,923923.94,674609.7,138269.27,352639.08,522521.93,569033.15,505828.73,348746.81,134641.62
서울강서경찰서,20191223,324,200862.31,786995.99,849417.41,575038.9,122037.1,324760.4,477832.63,537994.59,486221.67,335690.23,127821.24
서울강서경찰서,20191222,334,189119.18,490398.12,789904.68,475186.41,138211.38,292920.37,389254.81,382836.89,363937.93,268266.61,109247.77
서울강서경찰서,20191221,433,231552.53,633434.74,947883.61,571979.84,152428.42,337556.46,481040.69,495566.57,465898.19,328960.7,123465.39
서울강서경찰서,20191220,409,218712.39,785233.78,912077.36,657525.14,131374.81,341078.86,518399.49,571442.9,518948.29,358156.07,134204.06
서울강서경찰서,20191219,331,215533.84,794395.72,866676.9,599869.42,122287.77,321467.8,493686.23,555589.35,502757.27,348379.7,132361.55
서울강서경찰서,20191218,285,216458.14,795534.99,861240.71,601646.8,122266.85,314957.97,493414.23,558541.45,503967.2,348795.77,132988.91
서울강서경찰서,20191217,340,208042.1,786742.31,810706.54,571829.5,116776.24,306731.79,477262.4,539207.99,481674.9,331672.91,124037.11
서울강서경찰서,20191216,344,205975.25,795124.31,847104.74,559402.44,116873.25,310926.62,477979.55,535082.66,488653.98,343977.49,134161.68
서울강서경찰서,20191215,347,186699.08,495793.81,800945.58,468511.57,133937.33,280596.05,395790.37,391884.85,370592.72,270188.3,109039.05
서울강서경찰서,20191214,405,224898.17,643713.12,943300.35,578080.51,146247.06,325764.94,485063.33,500851.01,470209.28,335584.73,126332.92
서울강서경찰서,20191213,410,218223.53,781956.07,887394.62,642388.99,134624.5,327741.27,508892.12,564918.3,510972.29,350061.38,132806.1
서울강서경찰서,20191212,341,213302.89,809505.57,853037.85,591778.41,120866.02,314041.18,492936.47,554690.61,504631.99,347763.17,132752.85
서울강서경찰서,20191211,312,213829.84,784698.38,843947.38,582761.2,123354.1,305212.03,485986.77,544908.17,494993.29,340982.36,129854.45
서울강서경찰서,20191210,307,206733.56,780449.73,827140.37,568261,114766.59,302371.91,476106.35,534777.07,487511.29,338694.06,128404
서울강서경찰서,20191209,300,202356.49,781238.28,821379.36,543100.16,116167.34,297826.7,469342.39,524725.79,478456.55,332732.14,128886.46
서울강서경찰서,20191208,283,177745.9,482014.18,783965.08,451404.22,123919.36,271312.05,390807.66,380441.23,359240.46,263572.43,105912.76
서울강서경찰서,20191207,412,220203.87,622621.04,901694.48,552258.63,133518.54,310217.29,476252.06,480577.95,453542.83,323535.55,119215.77
서울강서경찰서,20191206,307,213005.86,791135.12,889267.28,640689.1,127119.46,325502.19,514079.43,573826.21,514681.27,349103,129844.88
서울강서경찰서,20191205,373,212487.56,795754.51,858530.62,590027.35,116196.46,310256.27,494580.23,556843.88,500368.42,348078.62,130529.32
서울강서경찰서,20191204,359,245973.73,818699.48,849867.12,586295.39,122779.63,318039.03,499879.96,557954.07,505085.22,357184.95,139964.21
서울강서경찰서,20191203,308,245098.24,828516.74,868351.67,607443.14,129353.71,324790.45,506537.68,565690.34,512714.79,363810.61,146555.82
서울강서경찰서,20191202,264,206297.39,792608.37,800275.52,542479.25,112791.56,301843.43,469164.92,526057.01,473451.36,330046.46,128352.7
서울강서경찰서,20191201,352,176576.38,479978.1,769034.95,448436.97,131773.45,274107.61,386016.66,381080.06,352430.04,250283.29,98412.06
서울강서경찰서,20191130,377,222733.03,655410.13,947778.13,570273.35,147854.53,324579.85,491287.32,505718.73,470745.51,330461.63,125622.25
서울강서경찰서,20191129,328,219477.05,805549.2,905155.67,655596.7,127930.94,334691.3,522494.81,580459.71,522501.15,360508.2,137274.48
서울강서경찰서,20191128,329,217851.37,809825.84,870036.12,596883.38,117100.01,317655.96,500379.95,560083.04,510239.28,353417.15,135802.2
